run_id	review_id	claim_id	statement	sourceUnitIds	correctness	support	reason
20260905_164650_8189ea	R11	CAN-011	Neue Mitarbeitende werden derzeit durch Dokumentationen und begleitete Einarbeitung unterstützt, bis gegenseitiges Verständnis und Vertrauen aufgebaut sind.	AU-0022	no_distortion_found	directly_supported	AU-0022 nennt Dokumentation, Begleitung, gegenseitiges Kennenlernen und Vertrauen.
20260905_164650_8189ea	R12	CAN-012	Es muss mit der Leitung geklärt werden, ob die App vollständige Dokumentation übernehmen soll; der Umfang soll begrenzt bleiben, damit der Fokus auf unterstützender Kommunikation erhalten bleibt.	AU-0025	no_distortion_found	directly_supported	AU-0025 trägt Leitungsentscheidung über vollständige Dokumentation und Umfangsbegrenzung.
20260905_164650_8189ea	R13	CAN-013	Kommunikationswissen in der App muss dynamisch erweitert werden können; neue Erfahrungen sollen hinzugefügt werden können.	AU-0026,AU-0027	no_distortion_found	directly_supported	AU-0026/27 tragen dynamische Erweiterung und neue Erfahrungen.
20260905_164650_8189ea	R14	CAN-014	Die App soll Kommunikationsinhalte nicht nur als Text, sondern auch in anderen Darstellungsformen wie Bildern visualisieren.	AU-0027,AU-0028	no_distortion_found	directly_supported	AU-0027/28 tragen Darstellungsformen neben Text einschließlich Bildern.
20260905_164650_8189ea	R15	CAN-015	Die Datenschutzlage und die Zustimmung der Angehörigen zur Nutzung von Bildern für Testzwecke in der App müssen geklärt werden.	AU-0029,AU-0030	no_distortion_found	directly_supported	AU-0029/30 tragen Zustimmung und Datenschutz zur testweisen Bildnutzung.
20260905_164650_8189ea	R16	CAN-016	Die App soll Videos zu Kommunikationssituationen mit Beschreibung erfassen und bereitstellen können.	AU-0031,AU-0032	no_distortion_found	directly_supported	AU-0031/32 tragen Videos zu Kommunikationssituationen mit Beschreibung.
20260905_164650_8189ea	R17	CAN-017	Auch Angehörige sollen Zugriff auf die App erhalten und Wissen beziehungsweise Daten beitragen können.	AU-0036,AU-0037	no_distortion_found	directly_supported	AU-0036/37 tragen Angehörigenzugriff und Datenbeiträge.
20260905_164650_8189ea	R18	CAN-018	Die App soll eine No-Go-Seite enthalten, auf der festgehalten wird, was in Gegenwart eines Bewohners unbedingt vermieden werden muss.	AU-0039,AU-0040	no_distortion_found	directly_supported	AU-0039/40 tragen bewohnerbezogene No-Go-Seite.
20260905_164650_8189ea	R19	CAN-019	Die App soll einen Login mit zugewiesenen Accounts und verschiedenen Account-Typen unterstützen, mindestens Admin und User; Admins legen Accounts an und verwalten Rechte, während es keine Selbstregistrierung für beliebige Nutzer geben darf.	AU-0043,AU-0044,AU-0045,AU-0060	no_distortion_found	directly_supported	AU-0043/44/45/60 tragen zugewiesene Accounts, Rollen, Adminrechte und Registrierungsausschluss.
20260905_164650_8189ea	R20	CAN-020	Nach dem Login soll die App auf eine Profilübersicht mit anklickbarer Liste aller sichtbaren Profile führen.	AU-0045	no_distortion_found	directly_supported	AU-0045 trägt Profilübersicht nach Login mit anklickbarer Liste.
20260905_164650_8189ea	R21	CAN-021	Jedes Bewohnerprofil soll mindestens die Bereiche About Me, Kommunikation und Kalender enthalten.	AU-0046	no_distortion_found	directly_supported	AU-0046 nennt About Me, Kommunikation und Kalender neben der später verworfenen Videoseite; mindestens bewahrt den Teilumfang.
20260905_164650_8189ea	R22	CAN-022	Die About-Me-Seite soll Personendaten sowie eine erweiterbare Fotoliste mit Beschreibungen enthalten; neue Bilder sollen per Plus-Button hinzugefügt und die neuesten oben angezeigt werden.	AU-0047,AU-0048	no_distortion_found	directly_supported	AU-0047/48 tragen Personendaten, Foto-Beschreibungen, Plus und Reihenfolge.
20260905_164650_8189ea	R23	CAN-023	Die Kommunikationsseite soll in verbale und nonverbale Kommunikation unterteilt sein und in beiden Bereichen das Hinzufügen neuer Kommunikationsweisen mit Texten oder Bildern ermöglichen.	AU-0049	no_distortion_found	directly_supported	AU-0049 trägt Kommunikationsunterteilung und Einträge mit Text/Bild.
20260905_164650_8189ea	R24	CAN-024	Die App soll einen einfachen und übersichtlichen Kalender mit Terminen und Medikamentengaben bereitstellen.	AU-0051,AU-0052	no_distortion_found	directly_supported	AU-0051/52 tragen übersichtlichen Kalender, Termine und Medikamentengaben.
20260905_164650_8189ea	R25	CAN-025	Nach dem Login soll auf jeder Seite eine Appbar mit Rücknavigation und Logout vorhanden sein; zusätzliche Einstellungsfunktionen müssen noch konkretisiert werden.	AU-0054	no_distortion_found	directly_supported	AU-0054 trägt Rücknavigation, Logout und noch zu klärende Einstellungen in der Appbar.
20260905_164650_8189ea	R26	CAN-026	Die Datenschutzthematik wird im Projekt zunächst nicht tiefgehend ausgearbeitet; eine detaillierte Behandlung wäre ein separates Folgeprojekt.	AU-0060	no_distortion_found	directly_supported	AU-0060 grenzt vertiefte Datenschutzkonzeption als mögliches Folgeprojekt ab.
20260905_164650_8189ea	R27	CAN-027	Die App ist für den internen Gebrauch der Einrichtung vorgesehen, und Mitarbeitende sollen nur die Profile der Bewohner ihrer eigenen Einrichtung sehen können.	AU-0060,AU-0063,AU-0064	no_distortion_found	directly_supported	AU-0060/63/64 tragen interne Nutzung und Einrichtungssicht.
20260905_164650_8189ea	R28	CAN-028	Die App soll möglichst plattformübergreifend auf iPhone und Android laufen.	AU-0066,AU-0067	no_distortion_found	directly_supported	AU-0066/67 schlagen und bestätigen beide Mobilplattformen; möglichst bewahrt den Entwurfscharakter.
20260905_164650_8189ea	R29	CAN-029	Es muss evaluiert werden, ob die App auch auf Tablets lauffähig und sinnvoll nutzbar ist.	AU-0067,AU-0068	no_distortion_found	directly_supported	AU-0067/68 tragen Prüfung der Tablet-Unterstützung.
20260905_164650_8189ea	R30	CAN-030	Die Profilübersicht soll unter der Appbar eine gut sichtbare Suchleiste sowie Profile als Liste oder Kacheln mit Vorschaubild, Name und Kurzbeschreibung anzeigen, damit Profile schnell gefunden werden können.	AU-0069,AU-0070,AU-0121,AU-0122	no_distortion_found	directly_supported	AU-0069/70/121/122 tragen Suche und Profildarstellung einschließlich Alternative.
20260905_164650_8189ea	R31	CAN-031	Auf der Profilübersicht soll es eine Funktion zum Anlegen neuer Profile mit Bild, Name und Beschreibung geben.	AU-0123	no_distortion_found	directly_supported	AU-0123 trägt Anlage mit Bild/Name/Beschreibung.
20260905_164650_8189ea	R32	CAN-032	Auch auf Kommunikationsseiten soll eine Suchfunktion verfügbar sein; dafür muss ein einheitliches Beschreibungsmuster für Kommunikationsbeschreibungen definiert werden, damit Einträge gezielt gefunden werden können.	AU-0070,AU-0071,AU-0072,AU-0075	no_distortion_found	directly_supported	AU-0070/71/72/75 tragen Kommunikationssuche und ein noch zu definierendes Muster.
20260905_164650_8189ea	R33	CAN-033	Die Videofunktionalität soll nicht als eigener Screen bestehen, sondern in die Kommunikationsseiten für verbale und nonverbale Kommunikation integriert werden.	AU-0074,AU-0075	no_distortion_found	directly_supported	AU-0074/75 verwerfen separaten Screen zugunsten integrierter Videos.
20260905_164650_8189ea	R34	CAN-034	Wenn im About-Me-Bereich neue Inhalte hochgeladen werden, sollen verbundene Nutzer derselben Einrichtung eine Popup-Benachrichtigung erhalten.	AU-0078	no_distortion_found	directly_supported	AU-0078 trägt neue About-Me-Inhalte, Popup und Nutzer derselben Einrichtung.
20260905_164650_8189ea	R35	CAN-035	Es soll einen Bewohner-Account mit speziellen, stark begrenzten Rechten geben, der nur das eigene Profil sehen sowie auf About Me zugreifen und dort eigene Bilder hinzufügen kann, um Fehlbedienungen zu minimieren.	AU-0079,AU-0080,AU-0082,AU-0083	no_distortion_found	directly_supported	AU-0079/80/82/83 tragen Bewohnerrolle, eigenes Profil/About Me/Bilder und enge Fehlbedienungsgrenze.
20260905_164650_8189ea	R36	CAN-036	Für die App-Entwicklung sollen Flutter und Dart verwendet werden.	AU-0093,AU-0095	no_distortion_found	directly_supported	AU-0093/95 wählen Flutter/Dart.
20260905_164650_8189ea	R37	CAN-037	Das Team soll möglichst dieselbe Entwicklungsumgebung verwenden, konkret Android Studio, und einheitliche Flutter- und Dart-Versionen installieren, um Entwicklungsprobleme zu vermeiden.	AU-0100,AU-0101,AU-0102	no_distortion_found	directly_supported	AU-0100/101/102 tragen gemeinsame Android-Studio-Orientierung und einheitliche Werkzeugversionen.
20260905_164650_8189ea	R38	CAN-038	Für die Datenhaltung wird zunächst Firebase Firestore verwendet; es muss noch geklärt werden, wie Cloud-Daten lokal gespeichert und wiederverwendet werden sollen.	AU-0104,AU-0105,AU-0106,AU-0107	no_distortion_found	directly_supported	AU-0104/105/106/107 tragen Firestore und offene lokale Wiederverwendung.
20260905_164650_8189ea	R39	CAN-039	Für die erste Entwicklung und Tests soll Android 11 als gemeinsame Zielversion verwendet werden.	AU-0111,AU-0112	no_distortion_found	directly_supported	AU-0111/112 bestätigen Android 11 für erste Entwicklung und Tests.
20260905_164650_8189ea	R40	CAN-040	Im nächsten Teamtreffen müssen Regeln für das Programmieren, etwa Kommentarregeln, festgelegt werden.	AU-0113	no_distortion_found	directly_supported	AU-0113 kündigt Programmierregeln einschließlich Kommentaren an.
20260905_164650_8189ea	R41	CAN-041	Das JetX-Package soll im Projekt ausprobiert und als zusätzliche technische Rahmenbedingung erwogen werden.	AU-0114,AU-0115	no_distortion_found	directly_supported	AU-0114/115 tragen Aufnahme und Erprobung von JetX.
20260905_164650_8189ea	R42	CAN-042	Der Login-Screen soll aus Logo, E-Mail-Feld, Passwort-Feld und Login-Button bestehen und keine Registrierung anbieten.	AU-0119	no_distortion_found	directly_supported	AU-0119 nennt alle Loginbestandteile und keine Registrierung.
20260905_164650_8189ea	R43	CAN-043	Die Einstellungsseite soll rollenabhängig differenziert sein; Admins sollen dort Nutzeraccounts hinzufügen und Rechte anpassen können, während alle Nutzer ihr Profil ändern und etwa die Sprache wählen können.	AU-0130	no_distortion_found	directly_supported	AU-0130 trägt differenzierte Settings, Adminfunktionen und eigene Profil-/Spracheinstellungen.
20260905_164650_8189ea	R44	CAN-044	Die App soll eine Hilfe-Funktion oder ein Tutorial enthalten, etwa als kurze Tour beim ersten Login und als später erneut aufrufbaren Hilfebereich.	AU-0131,AU-0132	no_distortion_found	directly_supported	AU-0131/132 tragen Einführung beim ersten Login und erneut aufrufbaren Hilfebereich.
20260905_164650_8189ea	R45	CAN-045	Bei allen Screens soll auf Barrierefreiheit geachtet werden, insbesondere durch große Schrift, ausreichenden Kontrast und die Vermeidung zu vieler Farben.	AU-0133	no_distortion_found	directly_supported	AU-0133 trägt Schrift, Kontrast und Farbbegrenzung.
20260905_164650_8189ea	R46	CAN-046	Sprachbefehle oder andere alternative Eingabemethoden für beeinträchtigte Nutzer sollen geprüft werden.	AU-0134	no_distortion_found	directly_supported	AU-0134 schlägt die Prüfung alternativer Eingaben vor.
20260905_164650_8189ea	R47	CAN-047	Ablenkende Animationen sollen nicht eingebaut werden.	AU-0135	no_distortion_found	partially_supported	AU-0135 enthält nur die anaphorische Antwort sie; der Gegenstand Animationen/Feedback steht in der nicht referenzierten AU-0134. Gesamte Quelle trägt die Ablenkungsgrenze.
20260905_165151_2dde4d	A01	canon-produktziel-kommunikation-foerdern	Die Lösung soll die Kommunikation zwischen beeinträchtigten Bewohnern und anderen Menschen verbessern und fördern.	AU-0001	no_distortion_found	directly_supported	AU-0001 nennt Kommunikationsverbesserung ausdrücklich.
20260905_165151_2dde4d	A02	canon-digitale-loesung-praeferiert	Eine digitale Lösung, etwa als Computerprogramm oder ähnliche Software, wird für das Anliegen bevorzugt.	AU-0001	no_distortion_found	directly_supported	AU-0001 bevorzugt digitale Lösung/Computerprogramm ausdrücklich.
20260905_165151_2dde4d	A03	canon-zielrichtung-bewohner-besser-verstehen	Die Lösung soll vorrangig dabei helfen, Bewohner besser zu verstehen, statt Bewohner primär beim Verstehen der Betreuer zu unterstützen.	AU-0011,AU-0012	no_distortion_found	directly_supported	AU-0011/12 bestimmen die unterstützte Kommunikationsrichtung.
20260905_165151_2dde4d	A04	canon-kein-uebersetzungssystem	Die Lösung soll kein System sein, das zwischen Standardsprache und individueller Sprache eines einzelnen Bewohners hin- und herübersetzt.	AU-0004,AU-0005	no_distortion_found	directly_supported	AU-0004 schließt individuelles Übersetzungssystem aus; AU-0005 stimmt zu.
20260905_165151_2dde4d	A05	canon-klassische-akten-bestehen	Zu den Bewohnern existieren klassische Akten, in denen Informationen nach festgelegtem Plan sowie Erfahrungen und neues Wissen dokumentiert werden.	AU-0007,AU-0018	no_distortion_found	directly_supported	AU-0007/18 nennen klassische Akten, Plan und fortlaufendes Erfahrungswissen.
20260905_165151_2dde4d	A06	canon-risiko-doku-schwer-nutzbar	Die bestehende Dokumentation ist im Arbeitsalltag schwer nutzbar, weil sie umfangreich ist und gesuchte Informationen oft nicht schnell gefunden werden.	AU-0018	no_distortion_found	directly_supported	AU-0018 berichtet Umfang und Schwierigkeiten beim Finden; keine Aussage über alle Mitarbeiter hinzugefügt.
20260905_165151_2dde4d	A07	canon-kontext-einarbeitung-neuer-mitarbeiter	Neue Mitarbeiter werden anhand von Dokumentationen und begleiteter Einarbeitung durch erfahrene Personen an die Kommunikation mit Bewohnern herangeführt.	AU-0022	no_distortion_found	directly_supported	AU-0022 nennt Dokumentation und begleitete Einarbeitung.
20260905_165151_2dde4d	A08	canon-vor-ort-termine-analyse	Für die Anforderungsanalyse sollen Vor-Ort-Termine in einer oder mehreren Einrichtungen stattfinden, um die aktuelle Kommunikation und Bedürfnisse zu beobachten.	AU-0008,AU-0009	no_distortion_found	directly_supported	AU-0008/9 schlagen Beobachtungstermine vor und vereinbaren sie.
20260905_165151_2dde4d	A09	canon-heilerziehungspfleger-einbinden	Beim nächsten Termin soll ein Heilerziehungspfleger teilnehmen, damit weitere fachliche Fragen geklärt werden können.	AU-0015	no_distortion_found	directly_supported	AU-0015 kündigt die Teilnahme eines Heilerziehungspflegers an.
20260905_165151_2dde4d	A10	canon-app-kommunikationswissen-kernidee	Eine App soll Wissen über die individuelle Kommunikationsweise einer Person enthalten, damit andere bei Verständigungsproblemen nachschauen können, was gemeint sein könnte; die genaue Ausgestaltung ist noch zu erarbeiten.	AU-0012,AU-0014,AU-0015	no_distortion_found	directly_supported	AU-0012/14 formulieren App, individuelles Wissen, Nachschlagen und noch offene Ausgestaltung.
20260905_165151_2dde4d	A11	canon-akteneinsicht-datenschutz-offen	Ob Projektbeteiligte Einsicht in Bewohnerakten für Analyse oder Befüllung erhalten können, ist wegen Datenschutz noch zu klären.	AU-0020	no_distortion_found	partially_supported	AU-0020 trägt die offene Akteneinsicht wegen Datenschutz; der zusätzliche Zweck Befüllung steht dort nicht.
20260905_165151_2dde4d	A12	canon-dokumentation-digitalisieren-pruefen	Eine weitergehende Digitalisierung bis hin zur vollständigen Dokumentation soll als möglicher Funktionsumfang betrachtet und mit der Leitung abgestimmt werden.	AU-0024,AU-0025	no_distortion_found	directly_supported	AU-0024/25 enthalten vollständige Digitalisierung als mögliche, mit Leitung zu klärende Erweiterung.
20260905_165151_2dde4d	A13	canon-about-me-bereich	Die App soll einen About-Me-Bereich enthalten, der einen ersten Eindruck der Person vermittelt und Basisinformationen wie Name, Alter, Hobbys sowie Bilder mit Beschreibungen zeigt; oben soll eine Infobox stehen und darunter eine Foto-Timeline, in der neue Einträge per Plus-Button hinzugefügt werden und neueste Fotos oben erscheinen.	AU-0012,AU-0025,AU-0026,AU-0125	no_distortion_found	directly_supported	AU-0012/25 und AU-0125 tragen Infobox, Basisdaten, Fotos, Beschreibungen, Timeline, Plus und neueste Bilder oben.
20260905_165151_2dde4d	A14	canon-kommunikationsbereich-struktur	Die App soll einen Kommunikationsbereich enthalten, der Informationen zur verbalen und nonverbalen Kommunikation einer Person strukturiert und visuell getrennt erfasst; beide Bereiche sollen über klare Buttons erreichbar sein.	AU-0025,AU-0026,AU-0126,AU-0127	no_distortion_found	directly_supported	AU-0025/26 sowie AU-0126 tragen getrennte verbale/nonverbale Bereiche und Buttons.
20260905_165151_2dde4d	A15	canon-kommunikationswissen-dynamisch-erweiterbar	Kommunikationswissen soll dynamisch wachsen; neue Erfahrungen müssen in der App hinzugefügt werden können.	AU-0026,AU-0027	no_distortion_found	directly_supported	AU-0026/27 verlangen dynamisches Hinzufügen neuer Erfahrungen.
20260905_165151_2dde4d	A16	canon-visuelle-darstellung-inhalte	Informationen sollen nicht nur textuell, sondern auch in visuellen Darstellungen wie Bildern präsentiert werden.	AU-0027,AU-0028	no_distortion_found	directly_supported	AU-0027/28 nennen Bild- und Textdarstellungen.
20260905_165151_2dde4d	A17	canon-bilder-datenschutz-freigabe	Für Fotos in der App müssen Datenschutz und die Zustimmung der Angehörigen vorab geklärt werden.	AU-0029,AU-0030	no_distortion_found	directly_supported	AU-0029 bittet um Datenschutz-/Angehörigenklärung vor Fotoverwendung; AU-0030 stimmt zu.
20260905_165151_2dde4d	A18	canon-video-in-kommunikation	Die App soll Videos mit Beschreibungen zu konkreten Kommunikationssituationen unterstützen; diese Funktion soll nicht als separater Screen, sondern integriert in die verbalen und nonverbalen Kommunikationsseiten umgesetzt werden.	AU-0031,AU-0032,AU-0074,AU-0075,AU-0076	no_distortion_found	directly_supported	AU-0031/32 tragen Videos mit Beschreibung; AU-0074/75/76 verlagern sie ausdrücklich in die Kommunikationsseiten.
20260905_165151_2dde4d	A19	canon-angehoerigenzugriff-mitwirkung	Auch Angehörige sollen Zugriff auf die App erhalten und Daten hinzufügen können, da sie zusätzliches Wissen über die Bewohner einbringen können.	AU-0036,AU-0037	no_distortion_found	directly_supported	AU-0036/37 tragen Angehörigenzugriff und Datenbeiträge.
20260905_165151_2dde4d	A20	canon-no-go-seite	Die App soll eine No-Go-Seite enthalten, auf der Dinge festgehalten werden, die in Gegenwart eines Bewohners unbedingt zu vermeiden sind.	AU-0039,AU-0040	no_distortion_found	directly_supported	AU-0039/40 tragen No-Go-Seite und unbedingt zu vermeidende Dinge.
20260905_165151_2dde4d	A21	canon-login-keine-selbstregistrierung-intern	Die App soll nur eine Login-Möglichkeit bieten; Selbstregistrierung ist nicht vorgesehen, neue Accounts werden ausschließlich durch einen Admin angelegt und verwaltet, und die App ist für den internen Gebrauch der Einrichtung ohne offenen Zugang für beliebige externe Personen vorgesehen.	AU-0044,AU-0060	no_distortion_found	directly_supported	AU-0044/60 tragen Loginpflicht, Ausschluss Selbstregistrierung, Admin-Anlage und internen Gebrauch.
20260905_165151_2dde4d	A22	canon-rollenmodell-admin-user-bewohner	Es soll mindestens die Rollen Admin, User und Bewohner geben; Admins dürfen Accounts anlegen und verwalten, User dürfen Inhalte hinzufügen, aber keine Accounts erstellen oder Inhalte löschen, und Bewohner dürfen nur ihr eigenes Profil sehen und haben speziell eingeschränkte Rechte.	AU-0043,AU-0060,AU-0079,AU-0080	no_distortion_found	directly_supported	AU-0043/60/79/80 tragen drei Rollen, Rechteverbote und Beschränkung auf eigenes Bewohnerprofil.
20260905_165151_2dde4d	A23	canon-bewohnerrechte-detail-offen	Für Bewohner-Accounts soll geprüft werden, ob sie auf den About-Me-Bereich ihres eigenen Profils zugreifen und dort eigene Bilder hinzufügen können, wobei die Rechte zur Vermeidung von Fehlbedienungen begrenzt werden müssen.	AU-0082,AU-0083	distortion_found	partially_supported	AU-0082/83 sehen About-Me-Zugriff und eigene Bilder bereits vor; der Claim macht daraus erneut eine offene Prüffrage. Fehlbedienungsgrenze ist gestützt.
20260905_165151_2dde4d	A24	canon-zugriff-pro-einrichtung	Mitarbeiter sollen nur Profile der Bewohner ihrer eigenen Einrichtung sehen und nicht einrichtungsübergreifend auf alle Profile zugreifen können; der technische Umsetzungsweg dafür ist noch zu erarbeiten.	AU-0063,AU-0064	no_distortion_found	directly_supported	AU-0063/64 begrenzen Einrichtungssicht und lassen technische Umsetzung offen.
20260905_165151_2dde4d	A25	canon-cross-platform-ios-android	Die App soll plattformübergreifend sowohl auf iPhone/iOS als auch auf Android laufen.	AU-0066,AU-0067	no_distortion_found	directly_supported	AU-0066/67 bestätigen iOS-/Android-Unterstützung.
20260905_165151_2dde4d	A26	canon-tablet-support-pruefen	Es soll geprüft werden, ob die App zusätzlich auf Tablets genutzt werden kann.	AU-0067,AU-0068	no_distortion_found	directly_supported	AU-0067/68 belassen Tablet-Unterstützung in der Evaluation.
20260905_165151_2dde4d	A27	canon-login-screen-ui	Der Login-Screen soll ein Logo, ein E-Mail-Feld, ein Passwort-Feld und einen Login-Button enthalten; eine Registriermöglichkeit soll dort nicht vorhanden sein.	AU-0118,AU-0119	no_distortion_found	directly_supported	AU-0118/19 nennen alle Login-Bestandteile und keine Registrierung.
20260905_165151_2dde4d	A28	canon-profiluebersicht-start-und-ui	Nach dem Login soll der Nutzer auf eine Profilübersicht gelangen; dort sollen unter der Appbar eine gut sichtbare Suchleiste und darunter anklickbare Profile als Liste oder Kacheln mit Vorschaubild, Name und Kurzbeschreibung angezeigt werden, und neue Profile sollen über ein Plus-Symbol mit Dialog angelegt werden können.	AU-0045,AU-0121,AU-0122,AU-0123	no_distortion_found	directly_supported	AU-0045 und AU-0121/22/23 tragen Profilübersicht, Auswahl, Suchleiste, alternative Darstellung und Anlageweg.
20260905_165151_2dde4d	A29	canon-suche-profile	Auf der Profilübersicht soll eine Suchleiste vorhanden sein, mit der Profile schnell nach Namen gefunden werden können.	AU-0069,AU-0070	no_distortion_found	directly_supported	AU-0069/70 verlangen Namenssuche statt langem Scrollen.
20260905_165151_2dde4d	A30	canon-konsistente-appbar	Nach dem Login soll auf jeder Seite eine konsistente Appbar vorhanden sein, mit Zurück-Navigation, Seitentitel und Zugang zu Einstellungen.	AU-0120	no_distortion_found	directly_supported	AU-0120 trägt konsistente Appbar mit Navigation, Titel und Einstellungszugang.
20260905_165151_2dde4d	A31	canon-profil-detail-navigation	In der Detailansicht eines Profils soll das Profilbild größer dargestellt werden und die Hauptbereiche der App als interaktive Buttons erreichbar sein.	AU-0124	no_distortion_found	directly_supported	AU-0124 trägt vergrößertes Bild und interaktive Bereichsbuttons.
20260905_165151_2dde4d	A32	canon-suche-kommunikation-und-beschreibungsmuster	Auf den Kommunikationsseiten soll eine Suchfunktion vorhanden sein, um Einträge zu spezifischen Signalen oder Begriffen schnell zu finden; dafür soll ein standardisiertes Beschreibungsmuster für Kommunikationsinhalte definiert werden, um Suche und Filterung zu verbessern.	AU-0070,AU-0071,AU-0072,AU-0073	no_distortion_found	directly_supported	AU-0070/71/72/73 tragen Suche/Filter, Beschreibungsmuster und dessen noch zu definierende Form.
20260905_165151_2dde4d	A33	canon-popup-neue-aboutme-inhalte	Wenn im About-Me-Bereich neue Inhalte hochgeladen werden, sollen verbundene Nutzer der Einrichtung eine Popup-Benachrichtigung erhalten.	AU-0078	no_distortion_found	directly_supported	AU-0078 nennt Popup für neue About-Me-Inhalte an verbundene Nutzer derselben Einrichtung.
20260905_165151_2dde4d	A34	canon-kalender-ui	Der Kalender soll eine klare Monatsansicht bieten; Einträge zu Terminen und Medikamenten sollen an Tagen sichtbar sein und sich beim Antippen eines Datums in Details öffnen lassen.	AU-0129	no_distortion_found	directly_supported	AU-0129 trägt Monatsansicht, Tagesbezug und Details beim Antippen.
20260905_165151_2dde4d	A35	canon-settings-rollenspezifisch	Die Einstellungsseite soll je nach Nutzerrolle unterschiedliche Funktionen zeigen; Admins sollen dort Nutzeraccounts hinzufügen und Rechte anpassen können, während alle Nutzer ihr Profil und allgemeine Einstellungen wie die Sprache ändern können.	AU-0130	no_distortion_found	directly_supported	AU-0130 trägt rollenspezifische Settings, Admin-Anlage/Rechte und eigene Nutzereinstellungen.
20260905_165151_2dde4d	A36	canon-hilfe-und-tutorial	Die App soll eine Hilfe-Funktion enthalten; zusätzlich soll beim ersten Login eine kurze Einführung durch die App angeboten werden.	AU-0132	no_distortion_found	directly_supported	AU-0132 trägt Erstlogin-Tour und Hilfebereich.
20260905_165151_2dde4d	A37	canon-barrierefreiheit	Die App soll barrierearm gestaltet werden, insbesondere mit großer Schrift, ausreichendem Kontrast und zurückhaltender Farbvielfalt.	AU-0133	no_distortion_found	directly_supported	AU-0133 trägt Schriftgröße, Kontrast und Farbbegrenzung.
20260905_165151_2dde4d	A38	canon-alternative-eingaben-pruefen	Alternative Eingabemethoden wie Sprachbefehle sollen als mögliche Unterstützung für beeinträchtigte Nutzer geprüft werden.	AU-0134	no_distortion_found	directly_supported	AU-0134 nennt mögliche Sprachbefehle/alternative Eingaben.
20260905_165151_2dde4d	A39	canon-animationen-zurueckhaltend	Ablenkende Animationen sollen vermieden werden.	AU-0135	no_distortion_found	partially_supported	AU-0135 nennt nur das anaphorische sie; ohne AU-0134 fehlt der referenzierte Gegenstand Animationen. Gesamte Quelle trägt die Ablenkungsgrenze.
20260905_165151_2dde4d	A40	canon-flutter-dart-stack	Für die Entwicklung soll Flutter mit Dart verwendet werden.	AU-0093,AU-0095	no_distortion_found	directly_supported	AU-0093/95 wählen Flutter/Dart.
